generation,avg_engagement,avg_reach,avg_retention,avg_saturation,avg_prod_time
155,0.5162955944561263,0.4617621966472754,0.5711548796341792,0.19045329670329675,2.252
156,0.5065797881415579,0.45139948055266815,0.560900861085397,0.19857142857142862,2.2154285714285713
157,0.5041734477203161,0.4495185177367339,0.557888435497113,0.20421703296703295,2.184571428571428
158,0.519329026923909,0.47403537989639105,0.5740661021240921,0.19887362637362638,2.2914285714285714
159,0.5186906001949322,0.47255473971576206,0.5740726768242312,0.2013186813186813,2.2874285714285714
160,0.5149883193811927,0.46737069923729224,0.5698545762657377,0.19506868131868138,2.2634285714285713
161,0.5054787629703125,0.45477583501341895,0.5601771229030585,0.19417582417582424,2.206857142857143
162,0.5104857544764971,0.46187846941787425,0.5657493743748566,0.1967719780219781,2.250857142857143
163,0.5119944587442771,0.4649683546940232,0.567089068410761,0.1975961538461539,2.2531428571428567
164,0.518178658028073,0.47530854343625734,0.5730624044052086,0.1931593406593407,2.3005714285714287
165,0.5038676574192654,0.4516594610774522,0.558306081881719,0.1935027472527473,2.1908571428571424
166,0.5006100112172737,0.44964731826194293,0.5546067982195055,0.1876236263736264,2.177142857142857
167,0.5060241787612718,0.45657589415964767,0.5597773592763218,0.19774725274725277,2.2068571428571433
168,0.5209470285552676,0.47519779737196927,0.5748727327435474,0.20714285714285718,2.305714285714286
169,0.5114263985025942,0.4621870511136856,0.5649156318197566,0.20263736263736265,2.244
170,0.5210168870424116,0.4749016609634357,0.5750324203353987,0.20526098901098905,2.3034285714285714
171,0.5237336012920152,0.4785226856748397,0.5774965736282996,0.20733516483516484,2.317714285714286
172,0.5117857112857087,0.4628296119733115,0.5656554587827849,0.1980906593406594,2.241142857142857
173,0.5126675168781788,0.4672630272498422,0.5666661362583689,0.2121428571428572,2.254857142857143
174,0.5167551011594932,0.4719044256965093,0.5710123692542871,0.21074175824175828,2.268
175,0.5121290609085759,0.4671738503472763,0.566090136846458,0.21149725274725278,2.238857142857143
176,0.5163133927709433,0.47134060533597066,0.5703985011944334,0.21335164835164838,2.261142857142857
177,0.5157851319696669,0.4703371229352967,0.5697348838275029,0.21501373626373632,2.266285714285714
178,0.5072690607073137,0.45846070609319783,0.5609326644652688,0.2038736263736264,2.2199999999999998
179,0.511091687557682,0.46554377518817025,0.5652799914257723,0.20197802197802203,2.2605714285714287
180,0.508083758220328,0.4602358226656373,0.5616930050165557,0.20745879120879127,2.221142857142857
181,0.5141568797088847,0.4655869798981297,0.5678329620376803,0.20793956043956047,2.254285714285714
182,0.5133252199837017,0.4674105684017755,0.5672643791816617,0.2082554945054946,2.263428571428572
183,0.5033554460425749,0.4524679723126451,0.5566902599563156,0.20656593406593413,2.205142857142857
184,0.5261902597490348,0.48365518956201214,0.5806898415187025,0.21313186813186824,2.338857142857143
185,0.5185206768976374,0.47577975928221455,0.5733910066573982,0.21482142857142858,2.2920000000000003
186,0.5155283347442748,0.4734558180327093,0.5699446048534554,0.21554945054945054,2.2548571428571424
187,0.5208547942950289,0.47955245615895714,0.5761510593654645,0.21123626373626375,2.3034285714285714
188,0.5236217100802188,0.48482249334493555,0.5782649762177602,0.2141895604395605,2.3205714285714283
189,0.5252583067193546,0.4817717578097128,0.5797216324103974,0.21215659340659343,2.3194285714285714
190,0.5266993726287712,0.4840629451835848,0.5811059331277133,0.21770604395604404,2.318285714285714
191,0.527337139134592,0.48574120396417997,0.5820312101532819,0.2107692307692308,2.3285714285714287
192,0.5214765628674525,0.4778844679757963,0.5758972254410705,0.20688186813186815,2.291428571428572
193,0.5169655637903926,0.47119712578030115,0.572384971409128,0.20777472527472537,2.264
194,0.5195153165250737,0.4749562819835952,0.5750401473772093,0.2129395604395605,2.2760000000000002
195,0.5158139004175183,0.4679452968896251,0.5706205511889562,0.21060439560439562,2.2462857142857144
196,0.5236409283721966,0.4770667828551574,0.5787964639970713,0.21868131868131876,2.284571428571429
197,0.5270493661612257,0.48157141636072004,0.5818767273327132,0.21233516483516485,2.299428571428572
198,0.5245419894377354,0.4823342032064221,0.5790148896973573,0.2116895604395605,2.2960000000000003
199,0.5287892102686841,0.48923474964765945,0.5836233684365904,0.20740384615384622,2.3342857142857145
