solution_id,day,day_name,hour,type,engagement,reach,retention,saturation,prod_time
34,0,Lunes,17,carousel,0.258303,0.16084,0.303523,0.092033,0.857143
34,4,Viernes,10,reel,0.258303,0.16084,0.303523,0.092033,0.857143
34,4,Viernes,14,carousel,0.258303,0.16084,0.303523,0.092033,0.857143
34,1,Martes,5,image,0.258303,0.16084,0.303523,0.092033,0.857143
34,1,Martes,11,image,0.258303,0.16084,0.303523,0.092033,0.857143
34,6,Domingo,16,image,0.258303,0.16084,0.303523,0.092033,0.857143
34,3,Jueves,7,image,0.258303,0.16084,0.303523,0.092033,0.857143
34,3,Jueves,14,image,0.258303,0.16084,0.303523,0.092033,0.857143
35,2,Miércoles,8,image,0.286472,0.153872,0.336012,0.321429,0.628571
35,4,Viernes,3,image,0.286472,0.153872,0.336012,0.321429,0.628571
35,5,Sábado,20,image,0.286472,0.153872,0.336012,0.321429,0.628571
35,2,Miércoles,1,image,0.286472,0.153872,0.336012,0.321429,0.628571
35,5,Sábado,6,image,0.286472,0.153872,0.336012,0.321429,0.628571
35,6,Domingo,1,image,0.286472,0.153872,0.336012,0.321429,0.628571
35,6,Domingo,6,image,0.286472,0.153872,0.336012,0.321429,0.628571
35,4,Viernes,13,carousel,0.286472,0.153872,0.336012,0.321429,0.628571
35,0,Lunes,19,image,0.286472,0.153872,0.336012,0.321429,0.628571
35,3,Jueves,11,image,0.286472,0.153872,0.336012,0.321429,0.628571
35,1,Martes,10,carousel,0.286472,0.153872,0.336012,0.321429,0.628571
35,3,Jueves,4,image,0.286472,0.153872,0.336012,0.321429,0.628571
35,0,Lunes,1,image,0.286472,0.153872,0.336012,0.321429,0.628571
35,1,Martes,19,image,0.286472,0.153872,0.336012,0.321429,0.628571
36,5,Sábado,7,short,0.763136,0.736416,0.815531,0.449176,3.657143
36,6,Domingo,21,short,0.763136,0.736416,0.815531,0.449176,3.657143
36,0,Lunes,17,short,0.763136,0.736416,0.815531,0.449176,3.657143
36,3,Jueves,1,video,0.763136,0.736416,0.815531,0.449176,3.657143
36,0,Lunes,19,short,0.763136,0.736416,0.815531,0.449176,3.657143
36,3,Jueves,15,short,0.763136,0.736416,0.815531,0.449176,3.657143
36,6,Domingo,14,short,0.763136,0.736416,0.815531,0.449176,3.657143
36,4,Viernes,20,short,0.763136,0.736416,0.815531,0.449176,3.657143
36,4,Viernes,8,short,0.763136,0.736416,0.815531,0.449176,3.657143
36,2,Miércoles,23,short,0.763136,0.736416,0.815531,0.449176,3.657143
36,2,Miércoles,14,short,0.763136,0.736416,0.815531,0.449176,3.657143
36,1,Martes,9,short,0.763136,0.736416,0.815531,0.449176,3.657143
36,5,Sábado,12,short,0.763136,0.736416,0.815531,0.449176,3.657143
36,1,Martes,20,short,0.763136,0.736416,0.815531,0.449176,3.657143
37,5,Sábado,8,image,0.363817,0.29248,0.413856,0.258242,1.257143
37,4,Viernes,3,image,0.363817,0.29248,0.413856,0.258242,1.257143
37,4,Viernes,17,short,0.363817,0.29248,0.413856,0.258242,1.257143
37,3,Jueves,14,image,0.363817,0.29248,0.413856,0.258242,1.257143
37,1,Martes,2,image,0.363817,0.29248,0.413856,0.258242,1.257143
37,2,Miércoles,7,image,0.363817,0.29248,0.413856,0.258242,1.257143
37,2,Miércoles,17,image,0.363817,0.29248,0.413856,0.258242,1.257143
37,5,Sábado,6,carousel,0.363817,0.29248,0.413856,0.258242,1.257143
37,6,Domingo,2,image,0.363817,0.29248,0.413856,0.258242,1.257143
37,3,Jueves,17,image,0.363817,0.29248,0.413856,0.258242,1.257143
37,0,Lunes,5,image,0.363817,0.29248,0.413856,0.258242,1.257143
37,6,Domingo,2,image,0.363817,0.29248,0.413856,0.258242,1.257143
37,0,Lunes,3,short,0.363817,0.29248,0.413856,0.258242,1.257143
37,1,Martes,14,short,0.363817,0.29248,0.413856,0.258242,1.257143
38,1,Martes,8,image,0.4145,0.358085,0.465709,0.076923,1.657143
38,4,Viernes,3,image,0.4145,0.358085,0.465709,0.076923,1.657143
38,2,Miércoles,7,short,0.4145,0.358085,0.465709,0.076923,1.657143
38,2,Miércoles,23,short,0.4145,0.358085,0.465709,0.076923,1.657143
38,1,Martes,4,short,0.4145,0.358085,0.465709,0.076923,1.657143
38,3,Jueves,10,image,0.4145,0.358085,0.465709,0.076923,1.657143
38,6,Domingo,20,reel,0.4145,0.358085,0.465709,0.076923,1.657143
38,6,Domingo,18,image,0.4145,0.358085,0.465709,0.076923,1.657143
38,5,Sábado,14,short,0.4145,0.358085,0.465709,0.076923,1.657143
38,3,Jueves,19,image,0.4145,0.358085,0.465709,0.076923,1.657143
38,0,Lunes,12,carousel,0.4145,0.358085,0.465709,0.076923,1.657143
38,5,Sábado,10,image,0.4145,0.358085,0.465709,0.076923,1.657143
38,4,Viernes,5,carousel,0.4145,0.358085,0.465709,0.076923,1.657143
38,0,Lunes,19,image,0.4145,0.358085,0.465709,0.076923,1.657143
39,0,Lunes,8,image,0.316635,0.204891,0.370266,0.21978,0.914286
39,4,Viernes,3,short,0.316635,0.204891,0.370266,0.21978,0.914286
39,5,Sábado,7,image,0.316635,0.204891,0.370266,0.21978,0.914286
39,2,Miércoles,5,image,0.316635,0.204891,0.370266,0.21978,0.914286
39,0,Lunes,4,image,0.316635,0.204891,0.370266,0.21978,0.914286
39,5,Sábado,21,image,0.316635,0.204891,0.370266,0.21978,0.914286
39,3,Jueves,6,image,0.316635,0.204891,0.370266,0.21978,0.914286
39,4,Viernes,4,carousel,0.316635,0.204891,0.370266,0.21978,0.914286
39,3,Jueves,8,image,0.316635,0.204891,0.370266,0.21978,0.914286
39,1,Martes,12,carousel,0.316635,0.204891,0.370266,0.21978,0.914286
39,1,Martes,1,image,0.316635,0.204891,0.370266,0.21978,0.914286
39,6,Domingo,19,carousel,0.316635,0.204891,0.370266,0.21978,0.914286
39,6,Domingo,11,image,0.316635,0.204891,0.370266,0.21978,0.914286
39,2,Miércoles,15,image,0.316635,0.204891,0.370266,0.21978,0.914286
40,1,Martes,8,image,0.346869,0.252079,0.397251,0.245879,1.142857
40,2,Miércoles,3,image,0.346869,0.252079,0.397251,0.245879,1.142857
40,5,Sábado,7,image,0.346869,0.252079,0.397251,0.245879,1.142857
40,5,Sábado,5,image,0.346869,0.252079,0.397251,0.245879,1.142857
40,2,Miércoles,4,carousel,0.346869,0.252079,0.397251,0.245879,1.142857
40,3,Jueves,1,image,0.346869,0.252079,0.397251,0.245879,1.142857
40,6,Domingo,6,image,0.346869,0.252079,0.397251,0.245879,1.142857
40,4,Viernes,11,carousel,0.346869,0.252079,0.397251,0.245879,1.142857
40,0,Lunes,19,short,0.346869,0.252079,0.397251,0.245879,1.142857
40,3,Jueves,1,short,0.346869,0.252079,0.397251,0.245879,1.142857
40,1,Martes,5,image,0.346869,0.252079,0.397251,0.245879,1.142857
40,0,Lunes,21,carousel,0.346869,0.252079,0.397251,0.245879,1.142857
40,4,Viernes,11,image,0.346869,0.252079,0.397251,0.245879,1.142857
40,6,Domingo,20,image,0.346869,0.252079,0.397251,0.245879,1.142857
41,3,Jueves,8,image,0.489299,0.421042,0.549556,0.038462,1.885714
41,0,Lunes,3,image,0.489299,0.421042,0.549556,0.038462,1.885714
41,4,Viernes,7,image,0.489299,0.421042,0.549556,0.038462,1.885714
41,2,Miércoles,0,image,0.489299,0.421042,0.549556,0.038462,1.885714
41,3,Jueves,4,image,0.489299,0.421042,0.549556,0.038462,1.885714
41,0,Lunes,21,image,0.489299,0.421042,0.549556,0.038462,1.885714
41,1,Martes,1,image,0.489299,0.421042,0.549556,0.038462,1.885714
41,6,Domingo,6,short,0.489299,0.421042,0.549556,0.038462,1.885714
41,6,Domingo,11,image,0.489299,0.421042,0.549556,0.038462,1.885714
41,4,Viernes,17,short,0.489299,0.421042,0.549556,0.038462,1.885714
41,1,Martes,19,short,0.489299,0.421042,0.549556,0.038462,1.885714
41,5,Sábado,22,short,0.489299,0.421042,0.549556,0.038462,1.885714
41,2,Miércoles,17,short,0.489299,0.421042,0.549556,0.038462,1.885714
41,5,Sábado,21,short,0.489299,0.421042,0.549556,0.038462,1.885714
42,0,Lunes,5,short,0.7083,0.69331,0.776219,0.398352,3.542857
42,4,Viernes,1,short,0.7083,0.69331,0.776219,0.398352,3.542857
42,4,Viernes,17,short,0.7083,0.69331,0.776219,0.398352,3.542857
42,3,Jueves,15,short,0.7083,0.69331,0.776219,0.398352,3.542857
42,5,Sábado,8,video,0.7083,0.69331,0.776219,0.398352,3.542857
42,3,Jueves,16,short,0.7083,0.69331,0.776219,0.398352,3.542857
42,0,Lunes,5,short,0.7083,0.69331,0.776219,0.398352,3.542857
42,2,Miércoles,8,short,0.7083,0.69331,0.776219,0.398352,3.542857
42,2,Miércoles,11,short,0.7083,0.69331,0.776219,0.398352,3.542857
42,1,Martes,12,short,0.7083,0.69331,0.776219,0.398352,3.542857
42,6,Domingo,7,short,0.7083,0.69331,0.776219,0.398352,3.542857
42,6,Domingo,16,reel,0.7083,0.69331,0.776219,0.398352,3.542857
42,5,Sábado,22,short,0.7083,0.69331,0.776219,0.398352,3.542857
42,1,Martes,21,short,0.7083,0.69331,0.776219,0.398352,3.542857
43,5,Sábado,12,short,0.645262,0.656744,0.706072,0.270604,3.142857
43,6,Domingo,15,short,0.645262,0.656744,0.706072,0.270604,3.142857
43,5,Sábado,15,image,0.645262,0.656744,0.706072,0.270604,3.142857
43,6,Domingo,1,short,0.645262,0.656744,0.706072,0.270604,3.142857
43,2,Miércoles,12,short,0.645262,0.656744,0.706072,0.270604,3.142857
43,0,Lunes,23,short,0.645262,0.656744,0.706072,0.270604,3.142857
43,1,Martes,19,short,0.645262,0.656744,0.706072,0.270604,3.142857
43,1,Martes,17,short,0.645262,0.656744,0.706072,0.270604,3.142857
43,4,Viernes,17,short,0.645262,0.656744,0.706072,0.270604,3.142857
43,3,Jueves,15,short,0.645262,0.656744,0.706072,0.270604,3.142857
43,0,Lunes,13,short,0.645262,0.656744,0.706072,0.270604,3.142857
43,4,Viernes,3,reel,0.645262,0.656744,0.706072,0.270604,3.142857
43,2,Miércoles,23,short,0.645262,0.656744,0.706072,0.270604,3.142857
43,3,Jueves,1,image,0.645262,0.656744,0.706072,0.270604,3.142857
44,1,Martes,8,carousel,0.314859,0.199341,0.363265,0.142857,0.971429
44,4,Viernes,20,image,0.314859,0.199341,0.363265,0.142857,0.971429
44,5,Sábado,7,image,0.314859,0.199341,0.363265,0.142857,0.971429
44,2,Miércoles,12,image,0.314859,0.199341,0.363265,0.142857,0.971429
44,0,Lunes,4,image,0.314859,0.199341,0.363265,0.142857,0.971429
44,2,Miércoles,21,image,0.314859,0.199341,0.363265,0.142857,0.971429
44,6,Domingo,21,image,0.314859,0.199341,0.363265,0.142857,0.971429
44,6,Domingo,6,image,0.314859,0.199341,0.363265,0.142857,0.971429
44,0,Lunes,8,image,0.314859,0.199341,0.363265,0.142857,0.971429
44,3,Jueves,1,image,0.314859,0.199341,0.363265,0.142857,0.971429
44,3,Jueves,11,reel,0.314859,0.199341,0.363265,0.142857,0.971429
44,1,Martes,23,image,0.314859,0.199341,0.363265,0.142857,0.971429
44,4,Viernes,11,carousel,0.314859,0.199341,0.363265,0.142857,0.971429
44,5,Sábado,10,short,0.314859,0.199341,0.363265,0.142857,0.971429
45,1,Martes,21,carousel,0.668426,0.706586,0.737427,0.398352,3.371429
45,1,Martes,5,short,0.668426,0.706586,0.737427,0.398352,3.371429
45,5,Sábado,17,carousel,0.668426,0.706586,0.737427,0.398352,3.371429
45,2,Miércoles,22,short,0.668426,0.706586,0.737427,0.398352,3.371429
45,5,Sábado,15,short,0.668426,0.706586,0.737427,0.398352,3.371429
45,0,Lunes,5,short,0.668426,0.706586,0.737427,0.398352,3.371429
45,0,Lunes,23,short,0.668426,0.706586,0.737427,0.398352,3.371429
45,3,Jueves,15,short,0.668426,0.706586,0.737427,0.398352,3.371429
45,2,Miércoles,18,short,0.668426,0.706586,0.737427,0.398352,3.371429
45,6,Domingo,23,short,0.668426,0.706586,0.737427,0.398352,3.371429
45,3,Jueves,16,short,0.668426,0.706586,0.737427,0.398352,3.371429
45,4,Viernes,22,short,0.668426,0.706586,0.737427,0.398352,3.371429
45,4,Viernes,17,short,0.668426,0.706586,0.737427,0.398352,3.371429
45,6,Domingo,12,short,0.668426,0.706586,0.737427,0.398352,3.371429
46,4,Viernes,8,image,0.424436,0.279125,0.479107,0.076923,1.542857
46,0,Lunes,3,image,0.424436,0.279125,0.479107,0.076923,1.542857
46,5,Sábado,9,image,0.424436,0.279125,0.479107,0.076923,1.542857
46,2,Miércoles,5,image,0.424436,0.279125,0.479107,0.076923,1.542857
46,2,Miércoles,4,video,0.424436,0.279125,0.479107,0.076923,1.542857
46,3,Jueves,1,image,0.424436,0.279125,0.479107,0.076923,1.542857
46,6,Domingo,0,image,0.424436,0.279125,0.479107,0.076923,1.542857
46,4,Viernes,11,reel,0.424436,0.279125,0.479107,0.076923,1.542857
46,0,Lunes,19,short,0.424436,0.279125,0.479107,0.076923,1.542857
46,3,Jueves,1,short,0.424436,0.279125,0.479107,0.076923,1.542857
46,1,Martes,3,image,0.424436,0.279125,0.479107,0.076923,1.542857
46,6,Domingo,9,carousel,0.424436,0.279125,0.479107,0.076923,1.542857
46,5,Sábado,14,image,0.424436,0.279125,0.479107,0.076923,1.542857
46,1,Martes,10,short,0.424436,0.279125,0.479107,0.076923,1.542857
47,1,Martes,8,image,0.341191,0.256593,0.387162,0.130495,1.142857
47,4,Viernes,3,carousel,0.341191,0.256593,0.387162,0.130495,1.142857
47,5,Sábado,17,short,0.341191,0.256593,0.387162,0.130495,1.142857
47,3,Jueves,20,image,0.341191,0.256593,0.387162,0.130495,1.142857
47,1,Martes,2,image,0.341191,0.256593,0.387162,0.130495,1.142857
47,5,Sábado,7,image,0.341191,0.256593,0.387162,0.130495,1.142857
47,2,Miércoles,16,image,0.341191,0.256593,0.387162,0.130495,1.142857
47,0,Lunes,2,carousel,0.341191,0.256593,0.387162,0.130495,1.142857
47,6,Domingo,2,carousel,0.341191,0.256593,0.387162,0.130495,1.142857
47,3,Jueves,3,short,0.341191,0.256593,0.387162,0.130495,1.142857
47,0,Lunes,23,image,0.341191,0.256593,0.387162,0.130495,1.142857
47,2,Miércoles,3,image,0.341191,0.256593,0.387162,0.130495,1.142857
47,4,Viernes,2,image,0.341191,0.256593,0.387162,0.130495,1.142857
47,6,Domingo,3,image,0.341191,0.256593,0.387162,0.130495,1.142857
48,2,Miércoles,19,image,0.282497,0.155102,0.330799,0.053571,0.8
48,4,Viernes,3,image,0.282497,0.155102,0.330799,0.053571,0.8
48,1,Martes,20,image,0.282497,0.155102,0.330799,0.053571,0.8
48,2,Miércoles,1,carousel,0.282497,0.155102,0.330799,0.053571,0.8
48,3,Jueves,18,image,0.282497,0.155102,0.330799,0.053571,0.8
48,6,Domingo,1,image,0.282497,0.155102,0.330799,0.053571,0.8
48,4,Viernes,14,carousel,0.282497,0.155102,0.330799,0.053571,0.8
48,0,Lunes,19,carousel,0.282497,0.155102,0.330799,0.053571,0.8
48,3,Jueves,1,image,0.282497,0.155102,0.330799,0.053571,0.8
48,1,Martes,10,carousel,0.282497,0.155102,0.330799,0.053571,0.8
48,0,Lunes,15,image,0.282497,0.155102,0.330799,0.053571,0.8
48,6,Domingo,20,image,0.282497,0.155102,0.330799,0.053571,0.8
48,5,Sábado,11,carousel,0.282497,0.155102,0.330799,0.053571,0.8
48,5,Sábado,4,image,0.282497,0.155102,0.330799,0.053571,0.8
49,1,Martes,23,image,0.338977,0.251528,0.386896,0.181319,1.085714
49,1,Martes,18,image,0.338977,0.251528,0.386896,0.181319,1.085714
49,4,Viernes,15,image,0.338977,0.251528,0.386896,0.181319,1.085714
49,4,Viernes,12,image,0.338977,0.251528,0.386896,0.181319,1.085714
49,3,Jueves,15,short,0.338977,0.251528,0.386896,0.181319,1.085714
49,2,Miércoles,21,carousel,0.338977,0.251528,0.386896,0.181319,1.085714
49,0,Lunes,9,image,0.338977,0.251528,0.386896,0.181319,1.085714
49,5,Sábado,9,image,0.338977,0.251528,0.386896,0.181319,1.085714
49,3,Jueves,1,image,0.338977,0.251528,0.386896,0.181319,1.085714
49,0,Lunes,12,image,0.338977,0.251528,0.386896,0.181319,1.085714
49,6,Domingo,12,carousel,0.338977,0.251528,0.386896,0.181319,1.085714
49,6,Domingo,2,image,0.338977,0.251528,0.386896,0.181319,1.085714
49,5,Sábado,10,image,0.338977,0.251528,0.386896,0.181319,1.085714
49,2,Miércoles,14,short,0.338977,0.251528,0.386896,0.181319,1.085714
50,4,Viernes,5,short,0.630365,0.686386,0.691151,0.232143,3.2
50,1,Martes,18,short,0.630365,0.686386,0.691151,0.232143,3.2
50,4,Viernes,17,short,0.630365,0.686386,0.691151,0.232143,3.2
50,6,Domingo,15,video,0.630365,0.686386,0.691151,0.232143,3.2
50,0,Lunes,8,short,0.630365,0.686386,0.691151,0.232143,3.2
50,6,Domingo,11,short,0.630365,0.686386,0.691151,0.232143,3.2
50,0,Lunes,22,short,0.630365,0.686386,0.691151,0.232143,3.2
50,5,Sábado,7,image,0.630365,0.686386,0.691151,0.232143,3.2
50,3,Jueves,16,image,0.630365,0.686386,0.691151,0.232143,3.2
50,3,Jueves,22,short,0.630365,0.686386,0.691151,0.232143,3.2
50,1,Martes,21,short,0.630365,0.686386,0.691151,0.232143,3.2
50,5,Sábado,14,short,0.630365,0.686386,0.691151,0.232143,3.2
50,2,Miércoles,2,short,0.630365,0.686386,0.691151,0.232143,3.2
50,2,Miércoles,17,short,0.630365,0.686386,0.691151,0.232143,3.2
51,0,Lunes,20,carousel,0.514615,0.436945,0.570153,0.0,2.0
51,0,Lunes,5,short,0.514615,0.436945,0.570153,0.0,2.0
51,3,Jueves,19,image,0.514615,0.436945,0.570153,0.0,2.0
51,1,Martes,20,image,0.514615,0.436945,0.570153,0.0,2.0
51,2,Miércoles,0,short,0.514615,0.436945,0.570153,0.0,2.0
51,3,Jueves,8,short,0.514615,0.436945,0.570153,0.0,2.0
51,6,Domingo,11,image,0.514615,0.436945,0.570153,0.0,2.0
51,5,Sábado,16,short,0.514615,0.436945,0.570153,0.0,2.0
51,5,Sábado,10,image,0.514615,0.436945,0.570153,0.0,2.0
51,1,Martes,16,image,0.514615,0.436945,0.570153,0.0,2.0
51,2,Miércoles,21,image,0.514615,0.436945,0.570153,0.0,2.0
51,6,Domingo,2,carousel,0.514615,0.436945,0.570153,0.0,2.0
51,4,Viernes,8,short,0.514615,0.436945,0.570153,0.0,2.0
51,4,Viernes,14,short,0.514615,0.436945,0.570153,0.0,2.0
52,6,Domingo,2,image,0.526317,0.466829,0.587623,0.038462,2.285714
52,2,Miércoles,23,short,0.526317,0.466829,0.587623,0.038462,2.285714
52,2,Miércoles,7,short,0.526317,0.466829,0.587623,0.038462,2.285714
52,3,Jueves,5,image,0.526317,0.466829,0.587623,0.038462,2.285714
52,5,Sábado,7,image,0.526317,0.466829,0.587623,0.038462,2.285714
52,0,Lunes,14,reel,0.526317,0.466829,0.587623,0.038462,2.285714
52,4,Viernes,1,image,0.526317,0.466829,0.587623,0.038462,2.285714
52,5,Sábado,3,short,0.526317,0.466829,0.587623,0.038462,2.285714
52,0,Lunes,5,short,0.526317,0.466829,0.587623,0.038462,2.285714
52,1,Martes,11,short,0.526317,0.466829,0.587623,0.038462,2.285714
52,4,Viernes,18,carousel,0.526317,0.466829,0.587623,0.038462,2.285714
52,6,Domingo,2,short,0.526317,0.466829,0.587623,0.038462,2.285714
52,1,Martes,19,image,0.526317,0.466829,0.587623,0.038462,2.285714
52,3,Jueves,15,short,0.526317,0.466829,0.587623,0.038462,2.285714
53,3,Jueves,12,image,0.461361,0.385109,0.507349,0.038462,1.771429
53,4,Viernes,4,short,0.461361,0.385109,0.507349,0.038462,1.771429
53,5,Sábado,17,image,0.461361,0.385109,0.507349,0.038462,1.771429
53,2,Miércoles,21,image,0.461361,0.385109,0.507349,0.038462,1.771429
53,6,Domingo,16,image,0.461361,0.385109,0.507349,0.038462,1.771429
53,4,Viernes,4,short,0.461361,0.385109,0.507349,0.038462,1.771429
53,1,Martes,22,short,0.461361,0.385109,0.507349,0.038462,1.771429
53,6,Domingo,9,short,0.461361,0.385109,0.507349,0.038462,1.771429
53,1,Martes,5,short,0.461361,0.385109,0.507349,0.038462,1.771429
53,0,Lunes,21,carousel,0.461361,0.385109,0.507349,0.038462,1.771429
53,3,Jueves,1,image,0.461361,0.385109,0.507349,0.038462,1.771429
53,2,Miércoles,4,image,0.461361,0.385109,0.507349,0.038462,1.771429
53,5,Sábado,11,image,0.461361,0.385109,0.507349,0.038462,1.771429
53,0,Lunes,6,carousel,0.461361,0.385109,0.507349,0.038462,1.771429
54,5,Sábado,13,short,0.56462,0.510455,0.618242,0.0,2.685714
54,1,Martes,11,short,0.56462,0.510455,0.618242,0.0,2.685714
54,5,Sábado,1,reel,0.56462,0.510455,0.618242,0.0,2.685714
54,2,Miércoles,22,short,0.56462,0.510455,0.618242,0.0,2.685714
54,3,Jueves,5,image,0.56462,0.510455,0.618242,0.0,2.685714
54,0,Lunes,8,short,0.56462,0.510455,0.618242,0.0,2.685714
54,6,Domingo,15,reel,0.56462,0.510455,0.618242,0.0,2.685714
54,6,Domingo,23,short,0.56462,0.510455,0.618242,0.0,2.685714
54,1,Martes,16,image,0.56462,0.510455,0.618242,0.0,2.685714
54,4,Viernes,22,carousel,0.56462,0.510455,0.618242,0.0,2.685714
54,4,Viernes,8,short,0.56462,0.510455,0.618242,0.0,2.685714
54,2,Miércoles,18,carousel,0.56462,0.510455,0.618242,0.0,2.685714
54,0,Lunes,15,short,0.56462,0.510455,0.618242,0.0,2.685714
54,3,Jueves,11,short,0.56462,0.510455,0.618242,0.0,2.685714
55,3,Jueves,10,reel,0.622119,0.624717,0.686848,0.181319,3.257143
55,2,Miércoles,12,short,0.622119,0.624717,0.686848,0.181319,3.257143
55,5,Sábado,15,carousel,0.622119,0.624717,0.686848,0.181319,3.257143
55,6,Domingo,1,short,0.622119,0.624717,0.686848,0.181319,3.257143
55,0,Lunes,5,short,0.622119,0.624717,0.686848,0.181319,3.257143
55,3,Jueves,23,short,0.622119,0.624717,0.686848,0.181319,3.257143
55,2,Miércoles,18,reel,0.622119,0.624717,0.686848,0.181319,3.257143
55,5,Sábado,23,short,0.622119,0.624717,0.686848,0.181319,3.257143
55,1,Martes,2,short,0.622119,0.624717,0.686848,0.181319,3.257143
55,0,Lunes,12,short,0.622119,0.624717,0.686848,0.181319,3.257143
55,4,Viernes,17,short,0.622119,0.624717,0.686848,0.181319,3.257143
55,4,Viernes,19,short,0.622119,0.624717,0.686848,0.181319,3.257143
55,1,Martes,22,short,0.622119,0.624717,0.686848,0.181319,3.257143
55,6,Domingo,21,video,0.622119,0.624717,0.686848,0.181319,3.257143
56,4,Viernes,7,short,0.685343,0.691135,0.755574,0.321429,3.542857
56,3,Jueves,21,short,0.685343,0.691135,0.755574,0.321429,3.542857
56,4,Viernes,17,short,0.685343,0.691135,0.755574,0.321429,3.542857
56,1,Martes,17,short,0.685343,0.691135,0.755574,0.321429,3.542857
56,0,Lunes,9,short,0.685343,0.691135,0.755574,0.321429,3.542857
56,1,Martes,4,short,0.685343,0.691135,0.755574,0.321429,3.542857
56,6,Domingo,13,short,0.685343,0.691135,0.755574,0.321429,3.542857
56,2,Miércoles,0,short,0.685343,0.691135,0.755574,0.321429,3.542857
56,6,Domingo,18,short,0.685343,0.691135,0.755574,0.321429,3.542857
56,2,Miércoles,3,short,0.685343,0.691135,0.755574,0.321429,3.542857
56,0,Lunes,2,short,0.685343,0.691135,0.755574,0.321429,3.542857
56,5,Sábado,23,short,0.685343,0.691135,0.755574,0.321429,3.542857
56,5,Sábado,15,video,0.685343,0.691135,0.755574,0.321429,3.542857
56,3,Jueves,1,reel,0.685343,0.691135,0.755574,0.321429,3.542857
57,6,Domingo,5,short,0.697796,0.743334,0.755151,0.410714,3.657143
57,6,Domingo,21,short,0.697796,0.743334,0.755151,0.410714,3.657143
57,0,Lunes,3,short,0.697796,0.743334,0.755151,0.410714,3.657143
57,3,Jueves,2,video,0.697796,0.743334,0.755151,0.410714,3.657143
57,0,Lunes,22,short,0.697796,0.743334,0.755151,0.410714,3.657143
57,3,Jueves,15,short,0.697796,0.743334,0.755151,0.410714,3.657143
57,4,Viernes,22,short,0.697796,0.743334,0.755151,0.410714,3.657143
57,4,Viernes,8,short,0.697796,0.743334,0.755151,0.410714,3.657143
57,2,Miércoles,23,short,0.697796,0.743334,0.755151,0.410714,3.657143
57,2,Miércoles,14,short,0.697796,0.743334,0.755151,0.410714,3.657143
57,1,Martes,13,short,0.697796,0.743334,0.755151,0.410714,3.657143
57,5,Sábado,18,short,0.697796,0.743334,0.755151,0.410714,3.657143
57,1,Martes,20,short,0.697796,0.743334,0.755151,0.410714,3.657143
57,5,Sábado,14,short,0.697796,0.743334,0.755151,0.410714,3.657143
58,6,Domingo,6,short,0.402964,0.351591,0.451374,0.0,1.6
58,0,Lunes,21,image,0.402964,0.351591,0.451374,0.0,1.6
58,2,Miércoles,18,image,0.402964,0.351591,0.451374,0.0,1.6
58,2,Miércoles,5,carousel,0.402964,0.351591,0.451374,0.0,1.6
58,6,Domingo,17,image,0.402964,0.351591,0.451374,0.0,1.6
58,4,Viernes,14,image,0.402964,0.351591,0.451374,0.0,1.6
58,1,Martes,17,carousel,0.402964,0.351591,0.451374,0.0,1.6
58,0,Lunes,15,image,0.402964,0.351591,0.451374,0.0,1.6
58,5,Sábado,22,image,0.402964,0.351591,0.451374,0.0,1.6
58,4,Viernes,7,short,0.402964,0.351591,0.451374,0.0,1.6
58,1,Martes,3,short,0.402964,0.351591,0.451374,0.0,1.6
58,5,Sábado,10,carousel,0.402964,0.351591,0.451374,0.0,1.6
58,3,Jueves,21,image,0.402964,0.351591,0.451374,0.0,1.6
58,3,Jueves,1,short,0.402964,0.351591,0.451374,0.0,1.6
59,0,Lunes,20,image,0.465702,0.372123,0.511084,0.0,1.714286
59,6,Domingo,21,short,0.465702,0.372123,0.511084,0.0,1.714286
59,0,Lunes,10,image,0.465702,0.372123,0.511084,0.0,1.714286
59,4,Viernes,0,image,0.465702,0.372123,0.511084,0.0,1.714286
59,2,Miércoles,6,short,0.465702,0.372123,0.511084,0.0,1.714286
59,4,Viernes,8,short,0.465702,0.372123,0.511084,0.0,1.714286
59,5,Sábado,2,short,0.465702,0.372123,0.511084,0.0,1.714286
59,1,Martes,22,image,0.465702,0.372123,0.511084,0.0,1.714286
59,2,Miércoles,21,image,0.465702,0.372123,0.511084,0.0,1.714286
59,6,Domingo,10,image,0.465702,0.372123,0.511084,0.0,1.714286
59,1,Martes,8,short,0.465702,0.372123,0.511084,0.0,1.714286
59,3,Jueves,14,carousel,0.465702,0.372123,0.511084,0.0,1.714286
59,5,Sábado,16,image,0.465702,0.372123,0.511084,0.0,1.714286
59,3,Jueves,1,image,0.465702,0.372123,0.511084,0.0,1.714286
60,3,Jueves,8,carousel,0.474291,0.447654,0.523938,0.0,2.057143
60,2,Miércoles,10,image,0.474291,0.447654,0.523938,0.0,2.057143
60,5,Sábado,15,carousel,0.474291,0.447654,0.523938,0.0,2.057143
60,1,Martes,2,short,0.474291,0.447654,0.523938,0.0,2.057143
60,6,Domingo,11,short,0.474291,0.447654,0.523938,0.0,2.057143
60,3,Jueves,23,carousel,0.474291,0.447654,0.523938,0.0,2.057143
60,2,Miércoles,18,short,0.474291,0.447654,0.523938,0.0,2.057143
60,4,Viernes,23,short,0.474291,0.447654,0.523938,0.0,2.057143
60,1,Martes,10,short,0.474291,0.447654,0.523938,0.0,2.057143
60,0,Lunes,20,image,0.474291,0.447654,0.523938,0.0,2.057143
